,Elevation,Time
1362,0,22:42:00
1363,0,22:43:00
1364,0,22:44:00
1365,0,22:45:00
1366,0,22:46:00
1367,0,22:47:00
1368,0,22:48:00
1369,0,22:49:00
1370,0,22:50:00
1371,0,22:51:00
1372,0,22:52:00
1373,0,22:53:00
1374,0,22:54:00
1375,0,22:55:00
1376,0,22:56:00
1377,0,22:57:00
1378,0,22:58:00
1379,0,22:59:00
1380,0,23:00:00
1381,0,23:01:00
1382,0,23:02:00
1383,0,23:03:00
1384,0,23:04:00
1385,0,23:05:00
1386,0,23:06:00
1387,0,23:07:00
1388,0,23:08:00
1389,0,23:09:00
1390,0,23:10:00
1391,0,23:11:00
1392,0,23:12:00
1393,0,23:13:00
1394,0,23:14:00
1395,0,23:15:00
1396,0,23:16:00
1397,0,23:17:00
1398,0,23:18:00
1399,0,23:19:00
1400,0,23:20:00
1401,0,23:21:00
1402,0,23:22:00
1403,0,23:23:00
1404,0,23:24:00
1405,0,23:25:00
1406,0,23:26:00
1407,0,23:27:00
1408,0,23:28:00
1409,0,23:29:00
1410,0,23:30:00
1411,0,23:31:00
1412,0,23:32:00
1413,0,23:33:00
1414,0,23:34:00
1415,0,23:35:00
1416,0,23:36:00
1417,0,23:37:00
1418,0,23:38:00
1419,0,23:39:00
1420,0,23:40:00
1421,0,23:41:00
1422,0,23:42:00
1423,0,23:43:00
1424,0,23:44:00
1425,0,23:45:00
1426,0,23:46:00
1427,0,23:47:00
1428,0,23:48:00
1429,0,23:49:00
1430,0,23:50:00
1431,0,23:51:00
1432,0,23:52:00
1433,0,23:53:00
1434,0,23:54:00
1435,0,23:55:00
1436,0,23:56:00
1437,0,23:57:00
1438,0,23:58:00
1439,0,23:59:00
